game_id,genre_id
17146,45
5939,40
412,45
11836,30
2348,45
16894,45
17147,45
1180,44
7608,98
1289,79
13144,25
14713,67
2260,67
5279,67
11944,40
5233,96
4365,88
10922,112
7123,96
852,102
15360,96
237,96
2014,96
591,96
565,22
135,67
9509,25
968,96
5892,110
134,6
443,25
9620,6
16639,96
16753,60
493,67
89,102
19937,96
11141,25
6642,96
13696,44
773,96
10200,6
1025,25
1036,67
82,25
19106,96
9270,96
1005,25
7428,6
1091,25
10862,40
190,25
97,26
2121,96
6628,32
13435,96
5006,40
9050,96
404,25
7952,25
5518,31
534,31
6552,31
8810,96
5140,96
9331,31
8171,7
8573,25
6609,96
9638,40
15629,31
13660,31
8955,96
6117,40
10757,96
2148,40
3261,98
3168,98
15,7
11508,96
2543,96
9167,25
13056,7
13916,25
6032,96
12031,96
15364,25
10843,60
3979,60
1126,25
2529,25
10110,96
2233,32
3565,25
321,7
16327,25
7339,96
4987,96
5624,25
37,25
2308,40
419,7
766,45
425,50
962,50
655,7
4593,7
9223,96
555,44
4337,110
1338,110
5296,67
1380,82
226,72
5893,96
6635,90
13698,90
15986,6
348,15
584,7
5521,86
29,7
11586,96
972,90
455,96
953,7
12096,96
4847,102
16059,2
1117,90
451,96
2234,89
405,31
439,96
2239,102
6358,102
140,102
9664,89
13017,96
874,32
187,102
185,102
9071,102
14346,7
5311,102
1484,102
3680,31
7636,102
912,102
14116,102
4149,40
16946,89
14657,102
821,102
118,102
5990,31
935,31
10012,102
3303,102
4171,96
862,89
914,32
3779,96
5623,96
14145,96
6954,96
7035,102
14545,101
13344,47
8416,101
887,40
115,96
709,96
2184,35
497,67
2116,96
6160,96
13866,9
11461,25
9379,96
5572,114
14429,7
2400,6
14850,89
6704,6
969,101
5157,101
15017,101
5686,101
9793,96
2402,26
332,101
3015,96
2810,101
9918,90
1255,6
179,7
12037,86
4428,86
1697,86
2183,86
1639,19
3534,86
890,86
869,90
3535,86
2208,28
1110,86
13061,86
922,79
13356,86
1118,86
2518,86
13625,86
3537,86
11365,82
2321,99
5332,27
2534,44
3667,96
6500,25
5061,96
122,110
11169,20
157,20
3585,110
128,44
864,44
2507,110
373,20
6498,7
6308,67
19110,2
13259,2
10203,44
10660,2
17023,9
2914,96
13663,102
17257,7
30,7
7838,89
421,89
7415,25
2144,25
14974,96
2194,96
83,25
14721,25
15762,89
285,114
7356,99
16089,96
13370,32
921,110
9212,89
13841,44
11924,25
14223,102
12014,25
116,99
11722,102
2574,50
465,82
2210,96
13002,50
4175,32
19787,32
4681,90
14064,99
9742,79
10206,90
256,102
1476,93
14911,71
11781,96
4882,96
13722,110
5280,102
7761,33
14122,112
11737,82
413,98
5059,112
19562,101
16514,96
2061,96
415,96
11304,96
15930,96
9706,96
12818,17
3328,112
6579,112
1487,31
359,104
223,101
5558,112
5105,96
1175,104
11322,112
3217,104
6618,104
4825,112
14544,101
503,104
11427,112
3216,104
6425,104
5126,104
6694,7
7487,99
10229,102
11776,7
5481,7
12612,102
6411,9
5164,96
14341,102
13085,114
13634,15
15174,7
1061,7
15778,27
3926,96
389,27
988,99
8859,27
2487,27
9087,112
6943,112
18119,104
514,96
26,45
5806,89
9772,101
8472,96
1724,40
16057,96
18613,96
11302,96
5040,53
15127,96
10759,89
8100,96
9684,96
9735,89
4119,96
3479,96
7376,96
520,96
11751,96
5172,96
10889,96
5665,89
7255,96
14881,105
2284,96
14254,96
13893,96
4066,105
9525,93
2063,89
20581,93
10826,40
14842,102
4955,96
6773,96
7926,9
946,102
13709,102
7832,31
4447,96
836,45
16087,89
14200,96
1478,96
1393,96
17201,96
13574,96
16424,96
20024,96
1800,96
5323,31
13618,67
538,2
1060,96
19786,96
397,12
4687,101
14989,101
5938,9
11875,9
11565,31
5352,40
15664,9
13863,31
13870,96
9665,31
7836,40
11574,96
8752,40
3961,40
8595,40
6706,9
423,40
2023,40
10459,96
15841,30
395,25
258,25
16925,25
1277,32
13576,96
6523,96
19341,25
5963,25
9804,114
14596,96
718,25
11838,12
585,114
1471,99
13768,25
12472,25
6501,114
2202,25
15776,32
15939,102
17963,96
7341,96
10704,104
10653,37
4860,2
14597,102
2138,31
369,31
186,31
876,31
939,31
1747,31
254,31
13018,31
4051,7
92,31
2513,60
7204,101
240,63
1340,63
11595,26
2098,9
183,86
4089,102
7015,89
979,86
3569,112
11794,9
17263,82
4210,82
15812,96
512,25
5945,67
2276,99
5201,89
7992,105
9324,89
15555,96
845,25
15774,96
3239,96
456,25
13822,25
11550,7
3719,7
431,7
4760,7
1148,7
973,25
448,7
9552,7
543,7
5180,7
4663,7
20042,7
855,7
5660,96
2542,96
1329,7
809,96
12079,96
11732,7
10861,25
7541,96
2007,96
8916,7
4122,96
14495,96
17881,7
5286,40
74,96
1465,96
1342,96
9032,104
9862,104
14625,104
230,25
221,90
9852,89
93,6
5736,89
15932,6
930,110
5195,44
7477,90
2300,113
758,88
382,6
536,12
426,6
7244,96
2113,110
6690,6
306,113
371,101
3726,96
15357,89
385,102
347,7
15947,101
3211,110
16932,44
4448,89
13682,89
1141,89
336,111
1987,110
1031,112
9246,114
2575,114
13348,114
11723,102
10698,25
16775,58
7883,96
961,60
11066,112
4884,27
6333,67
8168,96
15040,31
624,96
528,102
4363,96
708,96
2401,40
9806,40
18569,89
2243,96
3511,12
6989,101
6557,96
2584,112
7126,112
9296,112
251,89
241,17
9551,112
11908,114
378,27
5978,27
16047,96
1135,27
745,27
5476,27
